referencetime,mean_air_temperature,mean_relative_humidity,mean_wind_speed,sum_precipitation_amount,avgadultfemalelice,avgmobilelice,avgstationarylice,seatemperature,localityname
2021-08-01,14.878571428571428,83.14285714285714,5.2,1.7000000000000002,0.37,0.74,0.01,14.5,Andholmen 1
2021-08-08,14.521428571428572,75.85714285714286,4.1,1.7999999999999998,0.43,1.01,0.02,14.9,Andholmen 1
2021-08-15,14.9,92.28571428571429,4.257142857142857,28.4,0.26,1.22,0.09,15.1,Andholmen 1
2021-08-22,12.450000000000001,80.0,6.214285714285714,17.099999999999998,0.48,1.42,0.06,14.3,Andholmen 1
2021-08-29,12.792857142857143,86.57142857142857,5.8,30.000000000000004,0.44,1.42,0.0,13.3,Andholmen 1
2021-09-05,12.457142857142857,83.57142857142857,6.614285714285714,11.7,0.3,0.71,0.03,13.4,Andholmen 1
2021-09-12,12.678571428571429,91.42857142857143,8.071428571428571,91.4,0.48,1.08,0.06,13.1,Andholmen 1
2021-09-19,12.200000000000001,85.0,2.757142857142857,2.9,0.48,1.57,0.01,12.8,Andholmen 1
2021-09-26,11.607142857142858,89.57142857142857,8.6,56.7,0.86,1.91,0.05,12.3,Andholmen 1
2021-10-03,13.442857142857141,79.14285714285714,5.028571428571429,3.6,0.47,1.12,0.04,12.1,Andholmen 1
2021-10-10,11.971428571428572,90.14285714285714,6.3999999999999995,23.599999999999998,0.25,0.47,0.13,12.0,Andholmen 1
2021-10-17,8.37857142857143,80.28571428571429,9.799999999999999,133.0,0.38,0.68,0.06,11.7,Andholmen 1
2021-10-24,7.935714285714285,82.42857142857143,9.5,63.8,0.49,1.17,0.04,10.8,Andholmen 1
2021-10-31,10.671428571428573,88.57142857142857,7.442857142857143,39.8,0.44,0.65,0.06,11.0,Andholmen 1
2021-11-07,8.764285714285714,79.85714285714286,6.685714285714285,31.400000000000002,0.19,0.43,0.04,10.4,Andholmen 1
2021-11-14,6.671428571428572,79.0,9.299999999999999,41.8,0.34,0.79,0.01,9.9,Andholmen 1
2021-11-21,7.185714285714286,84.71428571428571,9.857142857142858,86.8,0.4,0.59,0.0,9.4,Andholmen 1
2021-11-28,3.5285714285714285,85.28571428571429,7.985714285714286,94.8,0.41,0.96,0.06,8.9,Andholmen 1
2021-12-05,0.1571428571428572,77.42857142857143,6.428571428571429,25.400000000000002,0.44,0.51,0.0,7.3,Andholmen 1
2021-12-12,1.6142857142857143,73.28571428571429,4.585714285714286,0.6,0.26,0.61,0.02,6.3,Andholmen 1
2021-12-19,7.1000000000000005,86.14285714285714,13.357142857142858,48.7,0.29,0.53,0.02,7.2,Andholmen 1
2021-12-26,3.1214285714285714,85.85714285714286,6.928571428571429,51.1,0.44,0.8,0.0,7.5,Andholmen 1
